기준일ID,시간대구분,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수,자치구
20260621,18,220511.6504,5023.9178,1926.6834,3623.1588,8970.4493,10323.9589,9632.2451,10471.3374,9496.1425,9116.3162,7707.6778,7818.1641,5456.1862,3788.8954,7718.9796,4936.2684,2097.469,4489.5149,15471.1323,14577.084,11356.2715,12225.8732,9559.8233,8834.5997,7233.4445,7353.6097,5947.7636,4135.2836,11219.4025,중구
20260621,18,453299.197,10706.0555,5170.8074,9292.0114,17979.3335,29948.4951,25161.199,23367.7617,17776.3657,18955.9261,16201.5913,14991.7423,11286.195,7587.7669,17052.2928,10192.8532,4891.2056,8889.5542,22436.3536,30413.6501,22530.9581,19346.0092,15111.7485,15796.7435,14007.3972,14675.8563,12198.3128,9707.6796,27623.3327,관악구
20260621,19,208370.4057,4507.1666,1758.9832,3447.9356,8557.3882,10013.0068,9232.9775,9886.0372,9024.6552,8925.3963,7218.5487,7455.4811,5242.8274,3591.1169,7311.9803,4498.2413,1914.002,4358.5368,14491.2219,13306.8707,10424.1572,11051.6002,9024.1419,8193.4465,6983.3438,7000.3408,5741.0327,4114.0102,11095.9594,중구
20260621,19,462316.3094,10743.6711,5188.4806,9362.1222,18465.2668,30757.5366,25654.1108,23874.36,18155.0441,19125.5326,16366.131,15220.124,11403.1655,7701.1061,17225.2426,10039.4548,4837.4541,9022.7932,23363.8577,31745.9211,23351.3296,19807.2378,15595.7738,15963.5112,14126.721,15035.0896,12346.8563,9973.6451,27864.7822,관악구
20260621,20,192085.273,4189.9667,1596.5385,3193.349,7838.1058,9009.5654,8658.722,9392.8818,8667.2687,8368.8333,6854.8944,6971.7933,4922.8085,3376.8063,7099.2054,3949.1166,1678.1926,4089.8288,13191.0372,11837.9376,9173.3051,9662.1347,7988.9663,7447.5644,6385.855,6530.2835,5421.0986,3917.7399,10671.4751,중구
20260621,20,471241.5304,10890.2002,5242.4219,9412.7249,19049.2151,31738.5541,26304.6039,24430.0814,18388.7124,19339.3868,16559.5513,15332.604,11385.0405,7780.1447,17340.4109,9980.0278,4817.3699,9360.5867,24211.4323,33403.1142,24192.2861,20238.442,15583.2255,16196.1841,14401.2364,15126.434,12533.2446,10070.4873,27933.8018,관악구
20260621,21,179432.8798,3688.9709,1481.2827,3025.1427,7401.2164,8176.3867,8056.532,9030.6226,8226.83,8070.9208,6667.3567,6779.4817,4734.205,3258.2441,6745.4261,3515.9874,1483.9259,3896.8222,11514.0364,10362.9993,8334.4481,9011.7265,7469.5275,7052.6809,6136.9213,6131.7515,5093.3315,3762.6762,10323.425,중구
20260621,21,482124.9916,10931.254,5270.8453,9360.2893,19964.3666,32995.5188,27011.6873,24865.5031,18614.3407,19577.998,16779.3743,15564.6523,11497.7252,7796.6527,17558.4642,10100.2283,4886.1357,9512.8587,25603.184,35012.7053,25121.4476,20805.3171,15877.2506,16510.0243,14503.0712,15425.2879,12654.9864,10217.2512,28106.5759,관악구
20260621,22,168703.6572,3619.8911,1413.701,2747.5339,6447.9139,7277.3473,7499.4288,8646.9792,7984.9375,7845.3757,6543.0158,6632.1395,4625.2997,3178.0027,6673.3348,3276.399,1392.6871,3536.1277,9484.6468,8927.5603,7656.4812,8530.6038,7221.2336,6936.994,5959.7309,5840.3715,4928.1878,3617.7687,10259.9635,중구
20260621,22,491747.332,10820.9702,5243.574,9648.2428,20735.3349,34099.3187,27852.7126,25222.0638,18879.6543,19745.069,17008.3326,15799.7115,11519.3399,7834.3586,17578.1328,10296.4165,4980.7935,9754.618,27232.9689,36536.2624,25777.1868,21176.4938,16011.5184,16550.3471,14721.8906,15506.3618,12736.1651,10274.2867,28205.2104,관악구
20260621,23,152549.3569,3477.2328,1380.7849,2625.045,5405.2004,6171.9044,6650.0241,7879.3843,7277.1714,7166.2031,6015.2927,6188.1348,4355.9506,2966.3144,6423.2454,3197.676,1347.0095,3171.5251,7507.4821,7619.6477,6860.7694,7580.2057,6674.8091,6087.4524,5288.4404,5406.8127,4562.1015,3410.1999,9853.3374,중구
20260621,23,506640.9457,10778.975,5236.84,9844.7473,21933.1491,35847.6939,29027.7947,26078.74,19416.4168,20278.8034,17458.1031,16072.0115,11747.6264,7941.3085,17835.8499,10269.8704,4996.1432,10036.4419,28809.4373,38289.5198,26932.7595,21795.9674,16513.2601,16945.5529,15029.6963,15829.2258,12807.2202,10334.632,28553.1627,관악구
20260620,0,149536.5504,3663.319,1460.5211,2506.6812,5274.2044,6120.169,6504.8652,7347.8064,7031.4941,7280.0478,6092.4746,6184.1832,4366.9107,3028.5741,6360.6426,3246.9945,1375.9837,2676.2347,7041.9643,7499.5181,6887.851,7339.4237,6385.2102,5947.7483,5197.711,5288.4998,4375.5294,3290.7698,9761.2191,중구
20260620,0,501538.9736,10760.5429,5234.963,9803.0354,21765.6045,35150.3799,28465.3717,25705.6967,19318.1566,20346.9194,17083.9199,15863.4349,11719.5984,7914.8981,17630.6379,10355.5172,5017.7235,9953.0027,29115.6962,37195.256,26013.7685,21505.3577,16276.2036,16909.6255,14972.1207,15794.1196,12865.4122,10386.6646,28415.339,관악구
20260620,1,146628.0629,3718.0208,1467.9713,2488.1452,5106.2653,5745.6473,6282.1634,7125.8872,6885.9933,7161.7221,6053.4105,6041.7448,4285.5452,2959.726,6379.0209,3329.989,1400.8393,2623.7814,6767.972,7118.0235,6668.6093,7199.9973,6201.3743,5948.349,5126.2357,5237.9978,4321.2405,3274.2421,9708.1486,중구
20260620,1,502434.294,10810.964,5264.1153,9849.39,21774.1019,35329.474,28700.5395,25754.6373,19282.7451,20322.3487,17073.216,15810.5263,11691.8906,7922.9146,17654.8358,10313.6469,4998.7882,9973.6816,29226.7205,37462.5748,26144.0546,21491.1209,16245.4621,16835.8848,15002.38,15823.91,12876.972,10387.0832,28410.3162,관악구
20260620,2,145055.4122,3743.4437,1465.2711,2494.9524,5023.3816,5621.6231,6092.6032,7053.3345,6784.4282,7064.4341,5977.4853,5996.7397,4304.2339,2983.203,6313.7141,3312.8951,1393.5129,2553.4007,6651.5902,6873.6293,6537.0627,7127.2359,6158.0218,6007.536,5088.6297,5204.5494,4281.1407,3286.9806,9660.3772,중구
20260620,2,503055.3492,10765.0695,5235.3618,9797.3504,21879.3866,35493.8422,28785.0084,25795.5793,19308.1251,20269.3874,17125.222,15860.5793,11751.2713,7919.6076,17656.5751,10332.6873,5016.8921,10001.2027,29211.3386,37583.9268,26227.7019,21572.0469,16218.6558,16875.0998,15045.8918,15790.0315,12809.4895,10377.8184,28350.1975,관악구
20260620,3,143509.594,3783.3563,1476.0308,2453.0535,4901.9036,5428.016,6052.2117,6946.162,6611.062,6954.437,5884.3251,5984.2308,4273.774,2957.4902,6327.8406,3326.0474,1396.0047,2556.2081,6428.1282,6759.2866,6413.115,6962.9419,6136.7304,5954.7905,5095.7143,5212.233,4296.2276,3233.7722,9704.5011,중구
20260620,3,503416.9863,10775.3977,5247.3381,9826.5845,22063.3956,35670.2147,28856.3271,25843.4116,19371.056,20238.9325,17076.8916,15802.2999,11724.6707,7927.3308,17579.3569,10317.6284,5007.2732,9955.779,29376.8983,37667.3271,26291.5729,21587.2592,16221.2861,16833.6358,14929.8527,15721.3817,12770.0084,10361.7132,28372.1682,관악구
20260620,4,143567.8359,3779.3149,1487.6039,2472.0497,4795.9139,5420.8355,6001.7316,6923.8315,6629.0571,6886.8425,5916.6878,6041.0096,4382.83,2963.8304,6392.4383,3360.0477,1402.2113,2608.2458,6352.5673,6789.9525,6419.6412,6961.8939,6102.5531,5859.278,5047.3554,5190.0347,4320.2189,3304.9106,9754.9492,중구
20260620,4,503272.236,10852.9069,5269.9596,9837.5272,22024.0302,35683.3275,28846.0663,25825.6165,19343.0419,20248.6986,17116.7987,15836.6435,11695.9939,7851.0087,17602.4362,10321.9703,5010.7718,9957.5215,29331.7023,37681.3145,26232.6664,21513.5989,16236.8639,16844.6075,14892.7545,15714.5719,12794.4345,10335.9047,28369.4974,관악구
20260620,5,145447.8181,3813.0238,1499.8584,2517.2038,4838.3844,5371.7921,5971.9316,7007.8683,6766.4799,6993.3998,6085.7119,6215.229,4536.524,3071.6688,6628.2477,3365.0323,1406.9926,2576.137,6371.066,6745.4407,6447.6869,6985.8373,6109.5838,5913.6349,5114.9153,5300.103,4421.0554,3398.4261,9974.5818,중구
20260620,5,502224.0039,10919.1463,5299.9006,9841.1374,22166.4474,35570.3144,28739.3653,25828.4931,19242.5455,20144.1847,17120.9465,15685.1452,11527.433,7831.1582,17426.9938,10262.2713,4988.7626,9959.5722,29403.1348,37535.479,26203.2151,21524.6314,16224.4804,16816.9979,14901.5985,15749.0295,12694.6439,10302.9058,28314.0583,관악구
20260620,6,152163.2885,3797.9682,1495.3407,2450.4773,4881.5908,5634.2406,6126.855,7190.1784,7110.7576,7348.3779,6538.4661,6902.5383,5081.0897,3396.0707,7224.1768,3389.8707,1413.7899,2549.1276,6524.9961,6934.4647,6594.1362,7168.9815,6310.3953,6104.4793,5331.9367,5635.3987,4791.6518,3679.9666,10555.9672,중구
20260620,6,497657.9777,10899.8368,5288.2842,9888.4088,22225.445,35244.8472,28486.6896,25620.8465,18991.1208,19902.2569,16685.3527,15277.0507,11401.9257,7756.131,17185.7532,10206.4678,4963.8686,9855.7066,29086.303,37247.0094,26031.7623,21427.1923,16163.1047,16672.4235,14798.7094,15584.1132,12581.8369,10142.1106,28043.4139,관악구
20260620,7,159793.6963,3817.5189,1507.2466,2526.4137,5078.6172,5855.5124,6403.4361,7722.8235,7544.3101,7888.3256,7050.1629,7350.5271,5370.3614,3636.9339,7706.4251,3453.7293,1449.5835,2663.5846,6864.9573,7326.3993,6817.7734,7545.6603,6577.3503,6397.6565,5629.2282,5993.9067,4957.5783,3867.2105,10790.4648,중구
20260620,7,492393.5566,10952.8016,5310.3502,9922.8081,22067.8499,34805.4393,28172.2048,25229.1093,18780.1308,19659.5074,16468.9602,15122.8094,11070.3879,7633.1571,16961.0189,10245.4766,4969.8925,9884.9022,28713.7818,36751.604,25797.63,21193.9137,16105.6549,16463.2769,14588.9805,15403.0954,12423.4488,10001.6821,27693.6904,관악구
20260620,8,172153.2691,3823.271,1515.6331,2680.1561,5366.5482,6263.5135,6864.4141,8122.7548,7997.0357,8473.2832,7729.5645,8032.3808,5762.1555,3857.5881,8165.2677,3465.9258,1458.8068,2909.6406,7636.152,8128.2516,7482.0211,8245.9168,7102.2147,7112.0635,6333.1363,6684.4087,5470.6906,4223.4859,11246.9866,중구
20260620,8,483534.4126,10716.9073,5201.992,9802.7617,21402.5709,33945.2922,27626.2808,24915.4654,18667.2007,19415.9473,16241.6535,14959.2898,11003.4047,7538.1571,16817.6241,10330.2687,4999.2838,9653.4044,27677.9077,35408.0412,25112.9269,21014.2502,15870.6312,16214.2002,14293.8985,15135.836,12180.4969,9845.705,27543.0147,관악구
20260620,9,190989.6581,4311.1298,1610.2604,2944.5116,5962.1164,7143.3543,7478.0728,9036.4124,8826.2761,9229.2998,8141.4106,8588.8745,6305.2514,4095.19,8751.9039,3669.7953,1551.5284,3148.1711,8907.8127,9283.7243,8431.8572,9263.2289,7919.2039,8045.2879,7189.252,7594.5279,6438.867,4789.2608,12333.0779,중구
20260620,9,471241.7753,10745.8653,5223.7624,9559.1204,20629.3085,32849.4555,26851.8757,24209.8998,18372.1556,19291.8601,16057.729,14868.3713,10823.0199,7483.6662,16633.1514,10314.1059,4980.433,9431.0997,25965.3684,33278.6887,24071.9905,20233.8374,15634.6556,15867.4705,13990.4857,14875.5974,12029.2543,9628.1483,27341.3997,관악구
20260620,10,209956.6115,4327.2997,1623.8864,3074.2105,6578.4299,7811.0782,8119.5066,9825.5835,9531.4083,9636.4933,8664.1027,9181.8647,6660.4121,4491.6802,9474.3137,4004.7727,1712.8339,3373.1395,10006.1338,10174.0876,9364.3373,10763.0864,8989.6079,8999.8976,8180.716,8664.5945,7346.4227,5395.1456,13981.5682,중구
20260620,10,460917.2346,10431.6141,5072.5295,9461.453,19805.3648,31894.6197,26056.6896,23779.1927,18353.8425,19114.6734,15999.3979,14910.2921,10669.2321,7360.7863,16484.4965,10230.0952,4935.7979,9115.1645,24906.6088,31846.0979,23164.9744,19574.7071,15411.8783,15508.1699,13822.5314,14600.612,11817.102,9564.7114,27024.5921,관악구
20260620,11,233381.8621,4813.6127,1756.8164,3239.6606,7059.9474,8806.9935,8932.3774,10661.2716,10212.2459,10390.6558,9289.9458,9606.4302,7324.4441,4939.8962,10643.2591,4679.2969,1999.2982,3594.0518,10977.1888,11685.2778,10731.5004,12245.2372,10105.4018,9665.674,9276.5528,9753.2909,8512.9845,6400.7019,16077.8508,중구
20260620,11,452769.9191,10460.7177,5068.5355,9409.2928,19390.2053,30987.1142,25290.684,23337.7819,18031.5526,18945.2086,15974.4943,14580.3724,10698.2631,7303.585,16695.1445,10319.6837,4975.115,8988.3606,23982.2678,30456.7949,22202.4041,19072.0257,15082.3072,15386.2593,13661.2669,14389.2747,11700.9208,9475.3312,26904.9541,관악구
20260620,12,252105.7648,5430.3528,1980.9996,3469.9477,7722.0013,9600.3458,9592.7749,11328.7788,10635.0542,10940.589,9396.4249,9860.9394,7739.5508,5360.719,11685.6101,5165.7082,2193.4849,3829.1669,12208.6133,13085.2576,11810.5241,13114.8287,11062.605,10489.6943,9748.1254,10472.3705,9370.8955,6981.9064,17828.4945,중구
20260620,12,447144.3467,10781.5864,5205.5347,9315.427,18971.3442,30050.9272,24799.4143,22950.6268,17846.3179,18814.258,15861.7653,14450.0895,10791.09,7210.4188,16834.3728,10183.6401,4891.0144,8924.7427,23299.0324,29345.1519,21639.3515,18771.8709,14841.4953,15372.8942,13646.7713,14213.7724,11721.3536,9407.4374,27002.6438,관악구
20260620,13,264501.2915,5535.952,2053.6363,3610.4779,8089.8453,10263.157,10138.7497,11716.2524,10936.9584,11163.4656,9706.5539,9954.4413,7781.7473,5578.2934,12106.128,5724.8897,2438.5356,4352.7019,13430.1143,14355.4279,12734.5429,14029.0814,11691.082,11031.6065,10066.5065,10939.9959,9568.7288,7095.2492,18407.1706,중구
20260620,13,440220.5039,10662.4888,5142.8758,9303.5868,18561.9398,29393.7581,24297.7317,22830.0075,17699.2997,18459.5189,15715.8062,14414.7901,10779.4935,7149.3241,16715.7293,10056.2966,4804.241,8776.133,22318.338,28614.2601,20786.9603,18224.1937,14606.2743,15344.3426,13502.3476,14152.9521,11573.6474,9349.7981,26984.3624,관악구
20260620,14,267671.1336,5526.1631,2063.4435,3532.3465,8538.2161,10550.7557,10390.0416,11881.7071,10943.8481,11232.6541,9661.9911,10034.8781,7594.5821,5428.2779,11645.0219,6025.7118,2568.855,4426.0184,14332.1925,14950.095,13087.7066,14343.1509,11735.2153,11266.1544,10259.7723,11054.0109,9430.3101,7016.7512,18151.2574,중구
20260620,14,437611.2281,10646.4585,5112.1245,9254.9671,18202.6755,29070.6515,24194.391,22727.6777,17365.2283,18592.1745,15861.2295,14576.8243,10759.9999,7182.6724,16609.4764,9920.5411,4765.4433,8664.1992,21970.8395,27896.5503,20503.5205,18166.3335,14507.5287,15318.62,13501.674,14164.2986,11584.6411,9418.8929,27071.5965,관악구
20260620,15,266327.7327,5939.8111,2148.2879,3618.7077,8871.3461,10923.808,10618.6114,11906.961,10917.1185,11105.8491,9473.7898,9687.5716,7374.6072,5309.1505,10808.7184,6030.0178,2552.4701,4657.5449,14859.5499,15546.1048,13475.2988,14438.161,11880.9183,11350.883,10095.4929,10588.2032,9061.3034,6374.1276,16713.3175,중구
20260620,15,433678.1677,10507.5823,5058.1441,8994.5831,18052.2742,28730.8684,23856.3224,22486.689,17407.8837,18438.1763,15883.0621,14503.6478,10746.719,7223.5457,16507.0318,9830.4883,4721.4894,8655.5585,21501.5776,27103.4308,20221.4136,17916.372,14301.2779,15285.9749,13501.446,14111.1683,11629.9921,9449.0455,27052.3966,관악구
20260620,16,259460.4018,5666.1978,2107.0043,3490.1273,9218.4729,11031.9176,10531.7643,11998.3554,10673.3196,10832.2831,9389.7708,9400.9932,7145.7934,5138.8814,10254.2871,5759.5193,2453.5217,4513.3203,15260.9986,15940.7102,13490.2055,13919.4963,11513.207,10965.8091,9679.9818,10206.4375,8283.5583,5753.088,14841.3749,중구
20260620,16,435828.8344,10538.0828,5074.1522,9079.5833,17852.2655,28558.1556,23859.0583,22673.2693,17358.4516,18685.1924,15901.9007,14742.0054,11046.0246,7426.4885,16752.0808,9799.708,4709.175,8560.3328,21348.2784,27137.2181,20305.8018,18031.1829,14554.7354,15458.4577,13703.7518,14234.483,11828.7336,9568.2292,27042.038,관악구
20260620,17,250354.7101,5720.5795,2104.1062,3597.2357,9278.2764,11324.0477,10545.3245,11981.3895,10491.3553,10444.9812,9078.3287,8961.728,6966.4664,4851.1674,9456.6474,5480.6797,2302.0694,4545.4726,15314.9272,15731.5741,13396.3977,13656.9628,11030.6723,10407.1415,9025.5727,9271.7384,7512.9684,5071.5722,12805.3229,중구
20260620,17,437916.1205,10656.6327,5110.5315,8958.9256,18022.6546,28547.7323,23681.0989,22421.5615,17338.2602,18584.4389,15872.0125,14704.9642,11261.7814,7531.4695,16911.47,10069.4227,4799.6093,8685.7544,21664.8656,27505.8893,20484.2977,18109.8392,14558.6967,15591.5494,13672.5831,14408.0859,12042.2568,9627.9782,27091.7526,관악구
20260620,18,238882.5447,5492.6186,2049.8305,3569.5827,9191.9847,11056.6133,10228.2901,11523.3891,10019.6373,9978.1506,8486.4256,8608.1239,6553.3442,4610.4191,8880.2591,5290.0808,2264.8013,4438.7076,15161.0983,15284.2846,12858.5863,12995.5728,10370.3264,9777.8391,8415.3186,8528.6446,6805.7268,4565.5704,11877.3197,중구
20260620,18,443312.3679,10604.9504,5110.2042,8943.6822,18264.4924,28933.6405,24062.6747,22524.8848,17715.7366,18583.7719,15985.5785,14952.9433,11371.6495,7775.5762,17258.229,10098.2568,4815.8324,8855.7137,22075.6482,28178.8496,20956.2447,18549.9212,14613.7284,15511.4468,13888.6684,14519.3446,12068.1538,9733.774,27358.7647,관악구
20260620,19,223968.489,5016.138,1923.6265,3568.2073,8959.0289,10848.7392,9952.4573,10918.4369,9343.7564,9344.2081,8023.2387,8008.3341,5920.4364,4195.0618,7907.6102,4904.6094,2095.832,4242.1147,14502.7335,14710.531,11961.7191,12088.8847,9637.6779,9038.6668,7615.062,7887.7558,6095.7063,4163.7187,11094.2016,중구
20260620,19,448414.2593,10563.5206,5123.4956,9004.2152,18594.1226,29295.9995,24587.052,22635.5584,17789.764,18692.7767,16177.6356,15099.7376,11359.9313,7795.2967,17138.5285,10118.7368,4873.9358,8716.9859,22577.507,29165.7722,21529.9102,18965.5888,14739.8849,15552.7804,13996.9837,14648.7814,12126.2074,9932.495,27611.0553,관악구
20260620,20,204903.5958,4709.6084,1850.0238,3293.8607,8381.1458,10211.3979,9197.1729,10107.2282,8733.1035,8468.7861,7352.7602,7677.1308,5332.4738,3664.604,7245.2761,4354.4982,1881.0274,4129.3581,13430.7636,13380.4251,10767.196,10747.7362,8472.4623,7937.2205,6890.0877,6983.5656,5459.32,3792.5882,10452.7703,중구
20260620,20,455676.4519,10567.254,5094.3013,9054.4728,18946.419,30233.4146,24960.3553,23314.3468,17951.8924,18961.1014,16416.5252,15087.4646,11444.1362,7860.9335,17115.7971,10294.1383,4946.597,8885.1338,23389.3106,30159.8094,22195.5932,19324.2987,14853.4457,15741.9126,14082.0378,14729.3496,12255.0969,10044.6066,27766.7022,관악구
20260620,21,186947.744,4324.2859,1716.8789,3037.7969,7708.5231,8996.9516,8499.0116,9073.7268,8001.7053,7945.3961,6860.3665,7099.585,4884.7947,3356.7966,6813.601,4138.3635,1782.7134,3740.1178,12172.67,11916.3325,9529.1552,9608.993,7593.1597,7312.7002,6193.9434,6271.1888,4859.9497,3498.5264,10010.5021,중구
20260620,21,465439.7634,10492.1214,5068.944,9221.8905,19625.2638,31330.2318,25885.4395,24005.5691,18070.2763,19185.4652,16564.4871,15203.1318,11535.1559,7884.7285,17191.9806,10206.7676,4912.0021,9068.9923,24509.6306,31943.723,23062.1673,19597.0706,15092.9438,15817.9314,14245.6463,15193.1705,12504.1443,10059.5853,27961.3005,관악구
20260620,22,168554.6419,4050.8128,1628.8808,2775.9091,7074.562,7989.5812,7454.8187,8292.672,7446.2299,7343.8276,6292.058,6619.7254,4609.9093,3095.9525,6452.6568,3823.8037,1653.5449,3225.9837,9861.9182,9875.5045,8038.0984,8500.8296,6847.5027,6663.5598,5628.4265,5652.2644,4577.2233,3338.554,9739.8301,중구
20260620,22,475742.2164,10514.2666,5070.1484,9486.6534,20213.4741,32433.5094,26599.601,24520.0108,18451.7614,19511.0297,16794.5016,15452.8278,11616.0986,7856.7362,17244.8641,10460.0577,5019.1685,9367.1166,25635.6565,33360.9074,23830.2938,20349.6099,15399.5808,15978.3418,14431.7842,15388.863,12599.9532,10150.4693,28004.913,관악구
20260620,23,149008.9242,3848.7333,1522.9602,2739.0409,5637.078,6358.6639,6556.1692,7192.9081,6760.9484,6590.4329,5782.8587,5954.8989,4260.1402,2856.1485,6210.3675,3569.2073,1505.6331,2756.2347,7472.8778,7901.3227,6929.9898,7456.3771,6274.323,5891.043,4996.4493,5161.3376,4239.9532,3173.2487,9409.5749,중구
20260620,23,491175.7766,10576.1232,5161.3586,9701.0363,21128.5939,34243.3307,27941.953,25336.0278,19118.3131,19874.1892,17190.2123,15815.3855,11737.263,7977.9122,17508.3118,10314.5542,4980.4754,9656.235,27376.8993,35213.2747,25229.3437,21045.1646,15980.7883,16545.4678,14787.0406,15576.3638,12632.5787,10192.6734,28334.9178,관악구
20260619,0,161060.3448,3540.9186,1395.5631,2498.1939,5355.5774,6246.816,7109.8832,8726.7174,8123.262,8101.2656,6812.5075,6569.9005,4566.1151,3117.1256,6624.0293,3203.5007,1353.8497,3179.9914,7291.7171,7649.0856,7347.1576,8085.7074,7271.85,6775.1064,5747.4637,5818.163,4735.3066,3621.5768,10191.9959,중구
20260619,0,506645.8489,10754.2462,5248.3152,10083.3678,22259.7635,35758.5097,28586.0552,25812.5441,19268.9719,20432.8743,17324.425,15756.4525,11585.9901,7782.7078,17588.6711,10325.0839,4996.1165,9850.893,29507.3263,38799.128,27199.1242,21989.2161,16629.4235,16892.9804,14905.7784,15807.0014,12806.9993,10378.6578,28315.2185,관악구
20260619,1,158313.7586,3509.0332,1388.4099,2449.9319,5116.6917,5974.6656,6848.8002,8577.6145,8024.4156,7911.8126,6686.7858,6489.4464,4497.0835,3102.6833,6582.4503,3291.4264,1385.0447,3127.8655,7009.2379,7432.6811,7175.843,7958.1198,7204.3696,6755.1935,5680.3069,5670.949,4662.7969,3582.792,10217.3056,중구
20260619,1,507236.2429,10715.9168,5220.2105,10115.9655,22404.67,35948.8428,28691.3688,25812.7264,19189.518,20346.124,17268.5133,15768.8385,11641.2279,7771.007,17638.6984,10239.2417,4964.2576,9893.5561,29633.2451,39032.9078,27196.6231,21983.776,16551.9557,16938.9269,14951.8838,15782.8694,12803.9917,10369.9306,28359.4492,관악구
20260619,2,156140.1875,3541.0898,1389.1716,2499.5502,5012.1337,5776.9798,6764.3956,8424.4349,7921.781,7734.1043,6589.0481,6313.4133,4374.9824,3137.7785,6556.8677,3253.0164,1365.2475,3147.1891,6906.9398,7287.1854,7114.6955,7880.159,7005.3247,6642.9191,5576.748,5588.5099,4670.9582,3550.6999,10114.8677,중구
20260619,2,508450.0618,10752.305,5223.2927,10122.1564,22468.9773,36076.2262,28818.1031,25981.6566,19286.902,20369.5469,17329.5082,15774.9121,11703.5594,7776.1601,17592.4479,10304.32,4988.9582,9938.5365,29778.2084,39112.8825,27265.2735,22018.7639,16554.239,16983.8928,14969.4915,15773.123,12781.5092,10379.5322,28325.5794,관악구
20260619,3,154751.2616,3494.0852,1381.8911,2446.3454,4947.6778,5740.9897,6643.0535,8256.9112,7715.6989,7599.9613,6502.2147,6370.5387,4396.8582,3126.5603,6589.5594,3259.7885,1379.2763,3078.5857,6843.3913,7253.2136,7037.7983,7797.9313,6865.8831,6549.0542,5474.8711,5594.9038,4617.1504,3518.4637,10268.6017,중구
20260619,3,508467.6713,10747.5886,5216.1769,10172.5539,22615.9303,36104.2453,28839.9279,25934.0067,19244.365,20331.0711,17320.8355,15867.0116,11642.6287,7812.9085,17589.1738,10338.0725,5000.703,9898.9805,29794.0699,39194.4543,27260.4565,21987.9777,16500.5993,17006.6096,14934.3903,15743.1795,12761.3501,10351.688,28256.7134,관악구
20260619,4,154727.281,3507.165,1386.3929,2409.3561,4880.6742,5653.4668,6429.4821,8023.6648,7606.2928,7460.2268,6509.8105,6419.5924,4530.9973,3177.7962,6778.1581,3299.3481,1384.8179,3070.8293,6830.7482,7147.1925,6988.6374,7639.2294,6784.1348,6432.3478,5487.247,5677.8902,4807.5694,3753.6422,10650.571,중구
20260619,4,507659.8476,10748.5416,5213.8184,10138.0669,22625.692,36042.5103,28853.9915,25919.3951,19267.6727,20283.2982,17216.9319,15768.9988,11609.0673,7756.6714,17412.9092,10351.2453,5009.4702,9891.3191,29841.0575,39171.2232,27236.8062,22016.4057,16558.0428,17042.8913,14811.0875,15756.8431,12678.7551,10275.4512,28161.6811,관악구
20260619,5,157584.875,3520.451,1397.8713,2437.7251,4827.6317,5542.6878,6415.4216,8024.9666,7756.5627,7860.3843,6801.2675,6930.9434,4907.2132,3439.5539,6943.8795,3261.5206,1373.284,3054.9394,6785.0667,7023.6331,6903.9166,7616.6532,6770.612,6422.0857,5568.2561,5940.1109,5166.1446,3960.5474,10931.5465,중구
20260619,5,505429.4429,10784.6398,5230.447,10176.9513,22583.4355,36013.2416,28717.5218,25937.5481,19192.3028,20290.6371,17027.808,15553.0459,11320.1001,7581.4013,17240.713,10343.7296,4999.9815,9961.6285,29808.5246,39064.8236,27179.8747,21942.0853,16534.0876,16924.7569,14739.3223,15653.5341,12573.5084,10111.371,27942.4141,관악구
20260619,6,175200.2543,3473.5159,1376.9777,2502.21,4916.968,5998.765,6943.8269,8847.3793,8914.1105,9610.6233,8682.859,8723.2044,5998.9394,4045.1169,7834.5369,3338.4244,1406.6582,3233.0371,7103.1858,7480.6194,7314.8437,8137.5077,7270.5626,7004.59,6246.6436,6711.726,5777.6649,4401.6559,11904.1043,중구
20260619,6,497147.1495,10855.5796,5261.2636,10222.0105,22389.7125,35360.1309,27992.44,25551.6632,18887.7888,19612.5863,16338.7725,15047.0963,10865.2178,7380.9985,16661.0294,10433.628,5045.9018,9988.9491,29445.2532,38458.3343,26857.7812,21761.6904,16352.0281,16684.3692,14689.0252,15441.6427,12293.4886,9850.9228,27417.8412,관악구
20260619,7,222412.8863,3795.8292,1466.1515,3071.1159,5196.1339,7107.3476,8756.807,12065.436,12655.9731,14321.5534,12485.9025,11477.2752,7405.0251,4886.2627,9023.2356,4156.3992,1839.291,4539.4012,7881.5079,9469.3671,9658.1973,11187.0567,9728.2269,9673.7493,8021.3123,8221.6627,6582.6593,4929.7749,12810.2312,중구
