정류소번호,정류소명,경도,위도,정류소타입,자치구
120000144,벽산아파트.적십자남부봉사관,126.9461601934,37.4930533731,일반차로,관악구
120000145,벽산블루밍벽산아파트303동앞,126.944368715,37.4919397992,일반차로,관악구
120000146,구로디지털단지역,126.9026875907,37.4838240234,일반차로,관악구
120000149,현대시장,126.947836543,37.4868811315,일반차로,관악구
120000150,서울대입구역2번출구,126.9527297656,37.4801109505,일반차로,관악구
120000151,신봉초등학교입구,126.9468251624,37.4841900104,일반차로,관악구
120000152,구암초등학교,126.9461216984,37.4891880904,일반차로,관악구
120000153,은천동벽산블루밍아파트105동,126.9458637343,37.4893681933,일반차로,관악구
120000154,은천동두산아파트3단지,126.9465536842,37.484358827,일반차로,관악구
120000155,봉일시장,126.9372434322,37.4850728694,일반차로,관악구
120000156,봉천역,126.942119674,37.4832362109,일반차로,관악구
120000157,현대시장,126.9465909455,37.4876789537,일반차로,관악구
120000158,현대시장,126.9465203946,37.4874402599,일반차로,관악구
120000159,관악우체국.에이치플러스양지병원,126.933156959,37.4848480554,가로변전일,관악구
120000160,관악우체국.에이치플러스양지병원,126.9331482652,37.4844524654,가로변시간,관악구
120000161,보라매삼성아파트.모자원고개,126.9273975559,37.4945144044,일반차로,관악구
120000162,조원힐스테이트뉴포레아파트,126.9061605387,37.4835747238,일반차로,관악구
120000163,관악산휴먼시아.신림푸르지오2차,126.919522697,37.460381143,일반차로,관악구
120000164,관악산휴먼시아아파트1단지입구,126.9219633037,37.4609276261,일반차로,관악구
120000165,관악산휴먼시아아파트1단지입구,126.9216300665,37.4609929949,일반차로,관악구
120000166,난향동주민센터,126.919167,37.461001,일반차로,관악구
120000167,서울대정문,126.9483888926,37.4657347092,일반차로,관악구
120000168,법대.사회대입구,126.948992,37.462798,일반차로,관악구
120000169,자연대.행정관입구,126.9488328413,37.4602745925,일반차로,관악구
120000170,농생대,126.9491669695,37.4571629782,일반차로,관악구
120000171,공대입구,126.9498437849,37.4549310083,일반차로,관악구
120000172,신소재,126.9502261839,37.4534963067,일반차로,관악구
120000173,제2공학관,126.9520772668,37.4487952024,일반차로,관악구
120000174,유회진학술정보관.제1공학관,126.952595,37.451283,일반차로,관악구
120000175,유전공학연구소.반도체공동연구소,126.9539020813,37.4540103657,일반차로,관악구
120000176,교수회관입구,126.9553487986,37.4560708573,일반차로,관악구
120000177,관악사삼거리,126.9567262582,37.4607880575,일반차로,관악구
120000178,국제대학원,126.955263,37.46418,일반차로,관악구
120000179,수의대입구.보건대학원앞,126.954632,37.466119,일반차로,관악구
120000180,경영대.행정대학원,126.952053,37.466135,일반차로,관악구
120000181,경영대.행정대학원,126.951012,37.465863,일반차로,관악구
120000182,수의대입구.보건대학원앞,126.954672,37.465773,일반차로,관악구
120000183,국제대학원,126.954927,37.46371,일반차로,관악구
120000184,관악사삼거리,126.95666,37.460528,일반차로,관악구
120000186,공동기기원,126.9544665701,37.4551189492,일반차로,관악구
120000187,유전공학연구소.반도체공동연구소,126.9535516289,37.4537476916,일반차로,관악구
120000188,에너지자원신기술연구소,126.9522141729,37.4535952522,일반차로,관악구
120000190,공대입구,126.949896448,37.4553640041,일반차로,관악구
120000191,농생대,126.9493877458,37.4571128404,일반차로,관악구
120000192,자연대.행정관입구,126.9489559518,37.4599898135,일반차로,관악구
120000195,문화관입구,126.9494503629,37.4614868493,일반차로,관악구
120000196,법대.사회대입구,126.949075,37.46326,일반차로,관악구
120000197,서울대정문,126.9486357857,37.4653754725,일반차로,관악구
120000198,우방아파트,126.919247,37.489233,일반차로,관악구
120000199,은천성결교회,126.9214262581,37.4883272437,일반차로,관악구
120000200,남부초교후문,126.9226406129,37.4867197461,일반차로,관악구
120000202,봉림교,126.9246318378,37.4849717829,일반차로,관악구
120000203,남부초교후문,126.9222366697,37.4864491785,일반차로,관악구
120000207,청담고시원,126.9399508583,37.4716612193,일반차로,관악구
120000208,우리슈퍼,126.9393706575,37.4722845735,일반차로,관악구
120000209,명호고시원,126.938860909,37.4733194431,일반차로,관악구
120000210,동작마트,126.938356196,37.4742815521,일반차로,관악구
120000211,제일성도교회,126.9404392562,37.4748334585,일반차로,관악구
120000212,삼양슈퍼,126.9420665874,37.4751039806,일반차로,관악구
120000213,금성마트용천사,126.942807788,37.4750292676,일반차로,관악구
120000214,삼양슈퍼,126.9421136493,37.4749343135,일반차로,관악구
120000215,제일성도교회,126.9404789678,37.4746577628,일반차로,관악구
120000216,동작마트,126.9380334582,37.4749391205,일반차로,관악구
120000217,고시촌입구,126.9376643153,37.4705489387,일반차로,관악구
120000218,대학동치안센터,126.9376455022,37.4690418042,일반차로,관악구
120000219,대학동노인정,126.93757,37.46735,일반차로,관악구
120000220,금호타운아파트,126.9376595486,37.4657396064,일반차로,관악구
120000225,금호타운아파트,126.9378291297,37.4657104128,일반차로,관악구
120000226,대학동노인정,126.9376868773,37.4671591135,일반차로,관악구
120000227,대학동치안센터,126.9377735833,37.4689379452,일반차로,관악구
120000228,서울대입구역3번출구,126.9524440164,37.4807005941,일반차로,관악구
120000230,청림동현대아파트,126.957561,37.491334,일반차로,관악구
120000231,청림동현대아파트,126.959384,37.491948,일반차로,관악구
120000233,보성운수기종점,126.9190213265,37.4641267565,일반차로,관악구
120000235,난곡공영차고지,126.918963,37.463938,일반차로,관악구
120000238,제2공학관,126.9521425546,37.4480848677,일반차로,관악구
110000654,건설환경종합연구소앞,126.9496963827,37.4472002497,일반차로,관악구
120000420,봉일시장,126.9372877479,37.4855325313,일반차로,관악구
120000419,보라매공영주차장,126.9342323482,37.4887044852,일반차로,관악구
120000417,당곡중고교,126.9340425015,37.4911229426,일반차로,관악구
120000415,연희빌라,126.9338080186,37.4925826472,일반차로,관악구
120000414,연희빌라,126.9337389141,37.4925289803,일반차로,관악구
120000416,당곡중고교,126.9339322377,37.4911375856,일반차로,관악구
120000418,보라매공영주차장,126.9341339458,37.4887260569,일반차로,관악구
120000421,신림사거리.신림역,126.9282759755,37.4841991011,일반차로,관악구
120000424,신사동주민센터.신사시장,126.917282,37.485534,일반차로,관악구
120000423,건영유치원,126.9145919609,37.4850495896,일반차로,관악구
120000422,신대방역,126.9136841115,37.4864484117,일반차로,관악구
120900115,난곡사거리,126.914462,37.483037,일반차로,관악구
120900204,난곡사거리,126.9142384082,37.4827675299,일반차로,관악구
120000438,신대방역,126.9134840538,37.4863653637,일반차로,관악구
120000437,신사시장.평화교회,126.9138803062,37.4844679227,일반차로,관악구
120000436,신사시장.선한이웃교회,126.9140379945,37.4845275146,일반차로,관악구
120000439,신림청소년독서실.신림체육센터,126.9148713746,37.4804433853,일반차로,관악구
120000446,신사동진양빌딩앞,126.9146115645,37.4876940621,일반차로,관악구
120000445,호림박물관,126.918618871,37.4823672056,일반차로,관악구
120000447,보성운수차고지맞은편,126.9192632133,37.4646708176,일반차로,관악구
120000451,조원아파트,126.90782,37.484088,일반차로,관악구
120000450,성원홈아파트,126.9344142103,37.4902310566,일반차로,관악구
120000449,성원홈아파트,126.9343000164,37.4902039601,일반차로,관악구
120000455,신림빗물펌프장,126.9084,37.484979,일반차로,관악구
120000456,봉천사거리.위버폴리스,126.9535723145,37.4827934095,일반차로,관악구
120000457,서원동승리교앞,126.9299073023,37.4815862804,일반차로,관악구
120000458,서울난향초등학교.난향동주민센터,126.9188888522,37.4627367836,일반차로,관악구
120000459,은천길입구,126.9336112524,37.4866475818,일반차로,관악구
120000664,대학동샘말공원,126.9383464994,37.4651382749,일반차로,관악구
120000665,서울대학교.치과병원.동물병원,126.9520815656,37.4692744185,일반차로,관악구
120000668,서울대학교.치과병원.동물병원,126.951937,37.470034,일반차로,관악구
120000669,신림2교,126.93678,37.477526,일반차로,관악구
120000670,서울대학교,126.9496319032,37.4676609636,일반차로,관악구
119000314,신림역2번출구,126.929897162,37.4833220413,일반차로,관악구
119000315,벽산블루밍아파트종점,126.944636,37.492105,일반차로,관악구
120000673,청림동현대아파트입구,126.957413445,37.4910748741,일반차로,관악구
120900083,아카시아마을.민방위교육장,126.9110629666,37.4720765376,마을버스,관악구
120900082,난향동공영차고지,126.9189072689,37.4634784081,마을버스,관악구
120900081,청림동푸르지오아파트121동앞,126.9606640782,37.4855867055,마을버스,관악구
120900066,보명사.법화사,126.9248318555,37.4760734942,마을버스,관악구
120900080,현대아파트후문,126.9304689235,37.4752551368,마을버스,관악구
120900079,GS편의점.소망유통,126.9686576958,37.4693187251,마을버스,관악구
120900078,국사봉,126.941744,37.491065,마을버스,관악구
120900077,봉천역,126.9409009883,37.4835902775,마을버스,관악구
120900076,뉴서울아파트,126.9111256421,37.4714170168,마을버스,관악구
120900074,푸르지오122동,126.9596641783,37.4860981959,마을버스,관악구
120900065,승산밝은빛교회.구무림비디오,126.9242273045,37.4757279844,마을버스,관악구
120900073,코사마트,126.9302023262,37.4762191632,마을버스,관악구
120900072,인수당약국,126.9681361509,37.4701674287,마을버스,관악구
120900071,벽산아파트후문.만물슈퍼,126.9418503621,37.4907882284,마을버스,관악구
120900175,신협,126.9465737839,37.4831950485,마을버스,관악구
120900068,쌍용아파트후문,126.9117541837,37.4726771928,마을버스,관악구
120900067,관악로입구,126.9580220655,37.4864265271,마을버스,관악구
120900064,한마음슈퍼,126.9234984545,37.4753175115,마을버스,관악구
120900069,미성빌라,126.9302987658,37.4770770731,마을버스,관악구
120900063,우리현대마트,126.9675399492,37.4710782857,마을버스,관악구
120900062,우리슈퍼,126.9421119066,37.4903837611,마을버스,관악구
120900061,두산아파트입구,126.9468248253,37.4847729966,마을버스,관악구
120900060,벽산아파트501동.적십자센터,126.9465804386,37.4929053524,마을버스,관악구
120900059,신라놀이터,126.9125494627,37.4732481844,마을버스,관악구
120900058,충남슈퍼.생각대로통신,126.9227888212,37.4749187609,마을버스,관악구
120900057,혜성세탁소,126.9303876606,37.4776960894,마을버스,관악구
120900056,동인약국.인헌중고입구,126.9669821806,37.4719720293,마을버스,관악구
120900055,수정슈퍼,126.9421010465,37.4898025437,마을버스,관악구
120900054,현대시장,126.9469475848,37.4870735721,마을버스,관악구
120900053,벽산아파트,126.9438938598,37.4922931588,마을버스,관악구
120900052,두영아파트,126.9137749689,37.474298874,마을버스,관악구
120900051,삼성산주공정문,126.914873,37.480443,마을버스,관악구
120900050,서울대입구역2호선,126.9538359816,37.4824664116,마을버스,관악구
120900049,제일교회입구,126.9220871034,37.4745263191,마을버스,관악구
120900048,GS편의점,126.9307709276,37.4785696861,마을버스,관악구
120900047,오리사랑,126.9668389441,37.4737417629,마을버스,관악구
120900046,서울관광고등학교,126.9418663911,37.4890752374,마을버스,관악구
120900045,구암초등학교정문,126.9464345431,37.4881663803,마을버스,관악구
120900044,현대홈타운아파트,126.963367,37.47934,마을버스,관악구
120900043,미성중학교,126.9131844409,37.4755708036,마을버스,관악구
120900042,삼성산주공307동앞,126.9273354547,37.4617159167,마을버스,관악구
120900041,관악프라자,126.954733128,37.4835760192,마을버스,관악구
120900040,남강중고등학교입구,126.9213944256,37.4741455935,마을버스,관악구
120900039,동산교회,126.9298664772,37.4790806784,마을버스,관악구
120900038,인헌연세약국,126.9667445158,37.4750663629,마을버스,관악구
120900037,산성교회,126.9415478054,37.4886722866,마을버스,관악구
120900035,관악센트씨엘정문,126.9460928644,37.4899711367,마을버스,관악구
120900034,낙성대역,126.9624207194,37.4777900122,마을버스,관악구
120900033,라이프아파트,126.9136959114,37.4771733447,마을버스,관악구
120900032,2단지종합상가,126.9263183097,37.4635774095,마을버스,관악구
120900031,애동유치원,126.9202354038,37.4742691695,마을버스,관악구
120900030,서강약국,126.9281244578,37.4794709098,마을버스,관악구
120900029,인헌시장입구,126.9657720013,37.47542833,마을버스,관악구
120900028,경천교회,126.9404796696,37.4880274638,마을버스,관악구
120900027,대학원생활관,126.9573923129,37.4623361202,마을버스,관악구
120900026,성현동주민센터,126.947285,37.489861,마을버스,관악구
120900025,사랑의병원,126.9564304426,37.4796244089,마을버스,관악구
120900024,신림고등학교,126.9160901041,37.4776805895,마을버스,관악구
120900023,203동앞,126.9264976658,37.4644446975,마을버스,관악구
120900022,관악로입구,126.9577948573,37.4862759617,마을버스,관악구
120900021,세이브마트,126.918818829,37.4741762919,마을버스,관악구
120900020,동부아파트,126.9284313945,37.4813012413,마을버스,관악구
120900189,파리바게트.낙성대지하철,126.964376791,37.4761438371,마을버스,관악구
120900019,국회단지입구,126.9393194579,37.4865995241,마을버스,관악구
120900196,학부생활관,126.9580724931,37.4637506192,마을버스,관악구
120900018,구암어린이집.관악센트씨엘108동,126.9476358057,37.4909558362,마을버스,관악구
120900017,낙성대역,126.9626592502,37.4778756928,마을버스,관악구
120900016,난곡터널,126.9183861861,37.4779795626,마을버스,관악구
120900015,광신고등학교.주공1단지,126.927107173,37.4660286495,마을버스,관악구
120900014,우성아파트103동,126.9592457839,37.4860917446,마을버스,관악구
120900013,난우초등학교,126.917730357,37.475947114,마을버스,관악구
120900012,삼모타워앞.건강보험관악지사,126.928399,37.482525,마을버스,관악구
120900011,인헌초등학교,126.962192055,37.4769842505,마을버스,관악구
120900010,은천교앞,126.9358819578,37.4864003668,마을버스,관악구
120900009,BK국제관,126.9578693178,37.4654239013,마을버스,관악구
120900008,관악드림타운2단지,126.9470590155,37.4917149515,마을버스,관악구
120900007,현대홈타운아파트,126.9634796509,37.4791296644,마을버스,관악구
120900194,갑을아파트,126.9220551526,37.4897535048,마을버스,관악구
120900006,신원동치안센터,126.9270325662,37.4790908751,마을버스,관악구
120900197,유완약국.성림교회,126.9300505356,37.4668169248,마을버스,관악구
120900005,행운동우성아파트109동앞,126.9612178671,37.4852903366,마을버스,관악구
120900199,신림고등학교,126.9160754865,37.4778966436,마을버스,관악구
120900200,낙성대입구,126.9599795717,37.4778081338,마을버스,관악구
120900004,신림성모성당앞,126.9326664612,37.4870744065,마을버스,관악구
120900003,가족생활동,126.9577737723,37.4669767456,마을버스,관악구
120900002,롯데백화점,126.9244827354,37.4904278745,마을버스,관악구
120900001,삼성전자,126.931084151,37.4676943096,마을버스,관악구
120900084,신림청소년독서실.신림체육센터,126.9148759246,37.4804996928,마을버스,관악구
120900085,샤로수길입구,126.9575345056,37.4787543427,마을버스,관악구
120900086,관악우체국,126.9341383461,37.4851431932,마을버스,관악구
120900207,신림고등학교,126.9168167167,37.4779810811,마을버스,관악구
120000241,신림사거리.신원시장,126.9273005902,37.483709205,가로변전일,관악구
120900087,삼성동시장,126.931631082,37.4692039821,마을버스,관악구
120900088,난곡사거리,126.9144634448,37.4823011931,마을버스,관악구
120900089,신림역,126.9296506944,37.4854883196,마을버스,관악구
120900090,인헌아파트,126.9612871638,37.468020748,마을버스,관악구
120900091,서울대벤처타운역.삼성동시장입구,126.9332126245,37.4718550422,마을버스,관악구
120900092,동부아파트,126.9282142759,37.4813200328,마을버스,관악구
120900093,낙성대역,126.9648557613,37.4763210574,마을버스,관악구
120900094,당곡역.당곡사거리,126.9287658216,37.4887310522,마을버스,관악구
120900095,서울융합과학교육원,126.9579991818,37.4687224889,마을버스,관악구
120900205,은천교입구,126.9342753266,37.4868362979,마을버스,관악구
120900206,은천교입구,126.9341378486,37.4869017998,마을버스,관악구
120900096,삼성아파트,126.9273819286,37.4945772872,마을버스,관악구
120900195,조원경로당,126.9082699572,37.4835391709,마을버스,관악구
120900097,서강약국,126.9279661565,37.4794735167,마을버스,관악구
120900098,인헌연세약국,126.9668226263,37.4748483171,마을버스,관악구
120900181,낙성대공원.다시가는캠퍼스,126.958771496,37.4722000954,마을버스,관악구
120900099,신도브래뉴.구펭귄아파트,126.9110454762,37.4842112876,마을버스,관악구
120900100,동산교회,126.9299348441,37.4788823374,마을버스,관악구
120900101,오리사랑,126.9666847747,37.4736845489,마을버스,관악구
120900179,봉일시장,126.9386238431,37.4861888116,마을버스,관악구
120000430,낙성대입구,126.9595878517,37.4787451506,일반차로,관악구
120900102,낙성대현대아파트,126.9591501194,37.474872947,마을버스,관악구
120900103,성지빌딩,126.931006962,37.4786931419,마을버스,관악구
120900104,펭귄시장,126.9123577828,37.4835748049,마을버스,관악구
120900105,동인약국.인헌중고입구,126.966851057,37.4719152228,마을버스,관악구
120900106,국회단지입구,126.9394212827,37.486535598,마을버스,관악구
120900182,인헌초등학교,126.959159362,37.4765877555,마을버스,관악구
120900107,난곡사거리,126.9140640456,37.4825153663,마을버스,관악구
120900108,우리현대마트,126.967356777,37.4711205873,마을버스,관악구
120900109,경천교회,126.9405543681,37.4879473031,마을버스,관악구
120900110,낙성대입구,126.9594607468,37.4775168997,마을버스,관악구
120900201,신림체육센터,126.914599382,37.4810130771,마을버스,관악구
120900111,서림동주민센터,126.9349782707,37.4748531074,마을버스,관악구
120900112,인수당약국,126.9677946019,37.4704430749,마을버스,관악구
120900113,산성교회,126.9416010182,37.4885912136,마을버스,관악구
120900114,신원동치안센터,126.9262096749,37.4792256381,마을버스,관악구
120900116,현대아파트109동,126.9333136025,37.4748734803,마을버스,관악구
120900117,개미유통,126.9668428641,37.4699868514,마을버스,관악구
120900118,서울관광고등학교,126.9419749791,37.4890410488,마을버스,관악구
120900119,낙성대역,126.9619751956,37.4770791769,마을버스,관악구
120000431,서울대호암교수회관,126.9583174158,37.4677295812,일반차로,관악구
120900120,관악세무서,126.9245139173,37.4791096883,마을버스,관악구
120900121,난우초등학교,126.9171836708,37.4764738791,마을버스,관악구
120900122,현대아파트106동,126.9325313553,37.4750977377,마을버스,관악구
120900123,세진아파트,126.965980406,37.46963157,마을버스,관악구
120900124,수정슈퍼,126.9421498576,37.489563775,마을버스,관악구
120900183,낙성대입구,126.9591814277,37.4775942987,마을버스,관악구
120000440,구로디지털단지역,126.9029063887,37.4837225722,일반차로,관악구
120000441,구로디지털단지역,126.9058131587,37.4843694138,일반차로,관악구
120900125,난곡터널,126.9192914361,37.4783629038,마을버스,관악구
120000444,난곡종점,126.9192841509,37.4641111686,일반차로,관악구
120900126,세이브마트,126.9185745369,37.4742473112,마을버스,관악구
120000454,봉천역,126.94142738,37.4835908978,일반차로,관악구
120900127,은천아파트,126.9651699485,37.469304232,마을버스,관악구
120900186,우리슈퍼,126.9423212961,37.4901513787,마을버스,관악구
120900184,인헌초등학교,126.9589641387,37.4765250104,마을버스,관악구
120900128,서울대벤처타운역.삼성동시장입구,126.9329810024,37.4716882063,마을버스,관악구
120900129,애동유치원,126.9202106507,37.4741556134,마을버스,관악구
120900180,인헌아파트,126.9616844863,37.4682591544,마을버스,관악구
120000390,롯데백화점관악점,126.9249187647,37.4897440967,일반차로,관악구
120000391,롯데백화점관악점,126.9259813186,37.4900916551,일반차로,관악구
120000392,신림역,126.9329881668,37.4844981452,가로변시간,관악구
120000393,신림역,126.930756,37.484581,가로변전일,관악구
120000394,봉천역,126.9441414845,37.4819948162,가로변전일,관악구
120000395,봉천역,126.9415037433,37.4827120941,가로변시간,관악구
120000396,서울대입구역,126.9514280486,37.4815931763,가로변전일,관악구
120000452,신림2동차고지,126.938321,37.470982,일반차로,관악구
120000453,신림2동차고지,126.9387687412,37.4709277562,일반차로,관악구
120900130,벽산아파트후문.만물슈퍼,126.9418590704,37.4910691188,마을버스,관악구
120900131,낙성대현대아파트,126.9590657284,37.4744250546,마을버스,관악구
120000676,사당역4번출구A,126.9814839831,37.4750015212,일반차로,관악구
120000677,사당역4번출구B,126.9815172875,37.4748085963,일반차로,관악구
120000412,봉천역,126.9417119782,37.4833341181,일반차로,관악구
120900132,관악센트씨엘후문,126.946872,37.491838,마을버스,관악구
120900133,라이프아파트,126.9135636303,37.4771669403,마을버스,관악구
120900134,삼성동시장,126.9314562928,37.4691600126,마을버스,관악구
120900135,남강중고등학교입구,126.9214521515,37.4740843566,마을버스,관악구
120900188,은천아파트,126.9651417407,37.4691834753,마을버스,관악구
120900136,낙성대공원.다시가는캠퍼스,126.958598,37.472483,마을버스,관악구
120900137,구암어린이집.관악센트씨엘108동,126.9475270007,37.4910852873,마을버스,관악구
120900202,미성중학교,126.9130747297,37.4756040638,마을버스,관악구
120900138,삼성전자,126.9310872264,37.467907393,마을버스,관악구
120900139,제일교회입구,126.9221436863,37.4744767955,마을버스,관악구
120900190,세진아파트,126.9659793277,37.469516228,마을버스,관악구
120900140,서울융합과학교육원,126.9579844634,37.4695643624,마을버스,관악구
120900141,성현동주민센터,126.9479869626,37.4900204503,마을버스,관악구
120900142,두영아파트,126.9136488581,37.4743494227,마을버스,관악구
120900198,유완약국.성림교회,126.9300278405,37.4669079232,마을버스,관악구
120900143,충남슈퍼.생각대로통신,126.922852198,37.4748593293,마을버스,관악구
120900191,개미유통,126.966851956,37.4698796222,마을버스,관악구
120900185,호암교수회관,126.9583384812,37.4684563846,마을버스,관악구
120900187,현대시장,126.9466523339,37.4872239236,마을버스,관악구
120900144,신라놀이터,126.9124928566,37.4733130222,마을버스,관악구
120900145,광신고등학교.주공1단지,126.9268060717,37.4655416947,마을버스,관악구
120900146,한마음슈퍼,126.9235493967,37.4752553681,마을버스,관악구
120900147,소망유통,126.9684009967,37.4694700428,마을버스,관악구
120900148,두산아파트,126.9466789803,37.4847359856,마을버스,관악구
120900149,쌍용아파트후문,126.9116693186,37.4727366024,마을버스,관악구
120900150,201동.동신교회,126.9258566348,37.4642155732,마을버스,관악구
120900151,승산밝은빛교회.구무림비디오,126.9242601797,37.4756424004,마을버스,관악구
120900152,군인아파트,126.9686942163,37.4689672354,마을버스,관악구
120900153,호암교수회관,126.957812806,37.4682578356,마을버스,관악구
120900176,신협,126.9464550405,37.4832139179,마을버스,관악구
120900154,뉴서울아파트,126.9110760714,37.4715124546,마을버스,관악구
120900155,3단지종합상가,126.9266500465,37.4632446739,마을버스,관악구
120900156,보명사.법화사,126.9248624752,37.4759816008,마을버스,관악구
120900157,가족생활동,126.9576895289,37.4663611632,마을버스,관악구
120900177,봉천역6번출구,126.9435328569,37.4832131411,마을버스,관악구
120900173,아카시아마을.민방위교육장,126.9111579098,37.4720991366,마을버스,관악구
120900158,삼성산주공307동앞,126.9273070883,37.4618249334,마을버스,관악구
120900159,서울대후문.연구공원,126.9577778409,37.4651042841,마을버스,관악구
120900178,봉천역4번출구,126.9415256749,37.4835860833,마을버스,관악구
120900160,삼성산주공아파트정문,126.9257024646,37.4612183906,마을버스,관악구
120900161,학부생활관,126.957717428,37.4631418278,마을버스,관악구
120900162,대학원생활관,126.9567820806,37.461972752,마을버스,관악구
120900163,기숙사삼거리,126.9567660056,37.4604637077,마을버스,관악구
120900164,제2파워플랜트,126.949695,37.449338,마을버스,관악구
120900165,건설환경종합연구소,126.9497986982,37.4471691607,마을버스,관악구
120900166,보라매노인복지회관,126.9258907075,37.492677921,마을버스,관악구
120900167,신한은행앞.롯데백화점,126.9243299957,37.49052084,마을버스,관악구
120900169,벽산아파트,126.9437182326,37.4923224192,마을버스,관악구
120900174,적십자센터,126.9463609225,37.4930089788,마을버스,관악구
120900170,봉림교,126.9269360965,37.4836879715,마을버스,관악구
120900171,서원치안센터.건강보험관악지사,126.9291589334,37.4819928275,마을버스,관악구
120900172,노천강당,126.9553279623,37.4587949022,마을버스,관악구
120900192,신림역4번출구,126.92886,37.484025,마을버스,관악구
120000678,행정관,126.95022,37.461591,마을버스,관악구
120900203,서원역2번출구.서원동성당앞,126.9344657489,37.4778363867,마을버스,관악구
120000443,신림복지관앞,126.9197650564,37.4653036588,일반차로,관악구
